gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx1250,256,6581,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.2690,auto,0.0,875.89,311.30
gfx1250,256,6585,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0274,auto,0.0,377.52,3068.16
gfx1250,256,6585,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.7543,auto,0.0,878.79,383.76
gfx1250,256,6585,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.2229,auto,0.0,813.08,321.98
gfx1250,256,6585,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8617,auto,0.0,865.40,366.18
gfx1250,256,6585,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.6986,auto,0.0,1141.62,475.01
gfx1250,256,6585,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.2769,auto,0.0,873.37,310.32
gfx1250,256,6610,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0276,auto,0.0,377.32,3066.30
gfx1250,256,6610,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.7551,auto,0.0,881.14,384.28
gfx1250,256,6610,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.2102,auto,0.0,824.75,326.13
gfx1250,256,6610,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8641,auto,0.0,866.32,366.06
gfx1250,256,6610,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.7089,auto,0.0,1129.28,469.22
gfx1250,256,6610,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.3381,auto,0.0,853.76,302.86
gfx1250,256,6637,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0276,auto,0.0,378.37,3074.57
gfx1250,256,6637,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.7558,auto,0.0,884.00,384.98
gfx1250,256,6637,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.2109,auto,0.0,827.63,326.76
gfx1250,256,6637,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8661,auto,0.0,867.80,366.16
gfx1250,256,6637,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.7217,auto,0.0,1113.77,462.10
gfx1250,256,6637,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.2613,auto,0.0,886.36,313.88
gfx1250,256,6639,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0275,auto,0.0,379.21,3081.40
gfx1250,256,6639,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.7549,auto,0.0,885.27,385.50
gfx1250,256,6639,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.2248,auto,0.0,818.48,323.11
gfx1250,256,6639,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8643,auto,0.0,869.85,366.98
gfx1250,256,6639,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.6993,auto,0.0,1149.80,476.99
gfx1250,256,6639,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.2839,auto,0.0,877.85,310.83
gfx1250,256,6640,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0275,auto,0.0,379.44,3083.31
gfx1250,256,6640,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.7546,auto,0.0,885.72,385.67
gfx1250,256,6640,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.2066,auto,0.0,830.95,328.01
gfx1250,256,6640,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8625,auto,0.0,871.80,367.79
gfx1250,256,6640,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8887,auto,0.0,904.91,375.38
gfx1250,256,6640,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.4062,auto,0.0,833.35,295.05
gfx1250,256,6644,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0274,auto,0.0,381.29,3098.30
gfx1250,256,6644,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.7549,auto,0.0,885.96,385.70
gfx1250,256,6644,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.2178,auto,0.0,823.82,325.12
gfx1250,256,6644,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8650,auto,0.0,869.84,366.88
gfx1250,256,6644,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.7723,auto,0.0,1041.93,432.12
gfx1250,256,6644,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.3234,auto,0.0,863.59,305.68
gfx1250,256,6651,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0276,auto,0.0,378.79,3077.92
gfx1250,256,6651,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.7566,auto,0.0,884.90,385.09
gfx1250,256,6651,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.2171,auto,0.0,825.14,325.51
gfx1250,256,6651,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8658,auto,0.0,869.94,366.78
gfx1250,256,6651,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.7397,auto,0.0,1088.94,451.45
gfx1250,256,6651,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.2633,auto,0.0,887.43,313.98
gfx1250,256,6652,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0273,auto,0.0,383.09,3112.87
gfx1250,256,6652,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.7558,auto,0.0,885.99,385.55
gfx1250,256,6652,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.2028,auto,0.0,835.05,329.40
gfx1250,256,6652,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8638,auto,0.0,872.06,367.66
gfx1250,256,6652,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.7111,auto,0.0,1132.94,469.66
gfx1250,256,6652,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.3766,auto,0.0,845.27,299.04
gfx1250,256,6668,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0271,auto,0.0,387.64,3149.63
gfx1250,256,6668,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8299,auto,0.0,808.80,351.67
gfx1250,256,6668,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.1986,auto,0.0,840.01,331.06
gfx1250,256,6668,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8687,auto,0.0,869.29,366.18
gfx1250,256,6668,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8581,auto,0.0,941.07,389.78
gfx1250,256,6668,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.5632,auto,0.0,785.62,277.65
gfx1250,256,6676,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0267,auto,0.0,393.41,3196.46
gfx1250,256,6676,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8371,auto,0.0,802.85,348.94
gfx1250,256,6676,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.2056,auto,0.0,836.12,329.37
gfx1250,256,6676,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8677,auto,0.0,871.35,366.89
gfx1250,256,6676,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8265,auto,0.0,978.26,405.01
gfx1250,256,6676,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.4547,auto,0.0,821.31,290.12
gfx1250,256,6683,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0267,auto,0.0,393.81,3199.63
gfx1250,256,6683,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8346,auto,0.0,806.06,350.20
gfx1250,256,6683,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.2447,auto,0.0,810.68,319.23
gfx1250,256,6683,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8682,auto,0.0,871.77,366.93
gfx1250,256,6683,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.7875,auto,0.0,1027.81,425.36
gfx1250,256,6683,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.4417,auto,0.0,826.57,291.85
gfx1250,256,6704,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0271,auto,0.0,389.41,3163.74
gfx1250,256,6704,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8289,auto,0.0,814.17,353.34
gfx1250,256,6704,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.2322,auto,0.0,821.53,323.11
gfx1250,256,6704,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8701,auto,0.0,872.58,366.86
gfx1250,256,6704,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8558,auto,0.0,948.78,392.21
gfx1250,256,6704,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.5436,auto,0.0,795.93,280.66
gfx1250,256,6722,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0268,auto,0.0,395.16,3210.26
gfx1250,256,6722,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8357,auto,0.0,809.71,351.09
gfx1250,256,6722,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.2271,auto,0.0,827.11,324.98
gfx1250,256,6722,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8684,auto,0.0,876.58,368.19
gfx1250,256,6722,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8216,auto,0.0,990.91,409.23
gfx1250,256,6722,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.4444,auto,0.0,830.45,292.50
gfx1250,256,6727,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0270,auto,0.0,391.66,3181.80
gfx1250,256,6727,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8467,auto,0.0,799.76,346.69
gfx1250,256,6727,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.2072,auto,0.0,841.42,330.51
gfx1250,256,6727,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8720,auto,0.0,873.59,366.84
gfx1250,256,6727,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.9227,auto,0.0,882.92,364.53
gfx1250,256,6727,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.6755,auto,0.0,759.29,267.35
gfx1250,256,6754,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0270,auto,0.0,393.81,3199.07
gfx1250,256,6754,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8415,auto,0.0,807.95,349.75
gfx1250,256,6754,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.2231,auto,0.0,833.82,327.03
gfx1250,256,6754,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8689,auto,0.0,880.28,369.13
gfx1250,256,6754,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8669,auto,0.0,943.59,389.02
gfx1250,256,6754,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.5397,auto,0.0,803.11,282.30
gfx1250,256,6756,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0267,auto,0.0,398.66,3238.42
gfx1250,256,6756,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8417,auto,0.0,807.98,349.73
gfx1250,256,6756,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.2050,auto,0.0,846.58,331.99
gfx1250,256,6756,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8702,auto,0.0,879.22,368.64
gfx1250,256,6756,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8094,auto,0.0,1010.95,416.75
gfx1250,256,6756,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.5599,auto,0.0,797.01,280.12
gfx1250,256,6762,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0268,auto,0.0,396.80,3223.23
gfx1250,256,6762,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8387,auto,0.0,811.56,351.17
gfx1250,256,6762,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.2288,auto,0.0,830.89,325.73
gfx1250,256,6762,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8690,auto,0.0,881.22,369.37
gfx1250,256,6762,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8755,auto,0.0,935.38,385.47
gfx1250,256,6762,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.5526,auto,0.0,799.99,281.07
gfx1250,256,6797,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0269,auto,0.0,397.40,3227.81
gfx1250,256,6797,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8306,auto,0.0,823.78,355.84
gfx1250,256,6797,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.2496,auto,0.0,821.32,321.35
gfx1250,256,6797,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8802,auto,0.0,874.51,365.89
gfx1250,256,6797,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8894,auto,0.0,925.60,380.74
gfx1250,256,6797,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.5331,auto,0.0,810.34,284.08
gfx1250,256,6809,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0269,auto,0.0,398.33,3235.33
gfx1250,256,6809,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8423,auto,0.0,813.74,351.29
gfx1250,256,6809,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.1633,auto,0.0,883.77,345.56
gfx1250,256,6809,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8816,auto,0.0,874.66,365.72
gfx1250,256,6809,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8718,auto,0.0,945.94,388.86
gfx1250,256,6809,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.4811,auto,0.0,828.75,290.32
gfx1250,256,6810,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0269,auto,0.0,397.80,3230.99
gfx1250,256,6810,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8450,auto,0.0,811.29,350.21
gfx1250,256,6810,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.2382,auto,0.0,830.43,324.69
gfx1250,256,6810,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8798,auto,0.0,876.59,366.51
gfx1250,256,6810,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.7882,auto,0.0,1046.35,430.12
gfx1250,256,6810,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.5607,auto,0.0,803.11,281.33
gfx1250,256,6826,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0269,auto,0.0,398.78,3238.80
gfx1250,256,6826,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8415,auto,0.0,816.58,352.21
gfx1250,256,6826,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.2381,auto,0.0,832.47,325.20
gfx1250,256,6826,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8809,auto,0.0,877.56,366.62
gfx1250,256,6826,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.9014,auto,0.0,917.16,376.70
gfx1250,256,6826,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.5669,auto,0.0,803.06,281.03
gfx1250,256,6844,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0268,auto,0.0,402.40,3268.06
gfx1250,256,6844,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8417,auto,0.0,818.51,352.73
gfx1250,256,6844,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.2177,auto,0.0,848.68,331.20
gfx1250,256,6844,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8812,auto,0.0,879.53,367.10
gfx1250,256,6844,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8906,auto,0.0,930.74,381.91
gfx1250,256,6844,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.5707,auto,0.0,803.99,281.05
gfx1250,256,6860,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0268,auto,0.0,403.19,3274.34
gfx1250,256,6860,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8462,auto,0.0,816.10,351.42
gfx1250,256,6860,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.0957,auto,0.0,945.39,368.62
gfx1250,256,6860,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8817,auto,0.0,881.15,367.47
gfx1250,256,6860,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8554,auto,0.0,971.26,398.21
gfx1250,256,6860,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.5919,auto,0.0,799.28,279.13
gfx1250,256,6877,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0267,auto,0.0,405.43,3292.40
gfx1250,256,6877,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8459,auto,0.0,818.35,352.09
gfx1250,256,6877,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.2339,auto,0.0,841.54,327.82
gfx1250,256,6877,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8825,auto,0.0,882.51,367.73
gfx1250,256,6877,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.9265,auto,0.0,898.92,368.23
gfx1250,256,6877,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.5517,auto,0.0,813.89,283.94
gfx1250,256,6888,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0268,auto,0.0,403.62,3277.55
gfx1250,256,6888,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8445,auto,0.0,821.03,353.05
gfx1250,256,6888,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.2349,auto,0.0,842.23,327.90
gfx1250,256,6888,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8817,auto,0.0,884.65,368.41
gfx1250,256,6888,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.9694,auto,0.0,860.56,352.31
gfx1250,256,6888,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.6082,auto,0.0,797.52,278.04
gfx1250,256,6921,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0264,auto,0.0,412.37,3348.36
gfx1250,256,6921,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8754,auto,0.0,795.88,341.69
gfx1250,256,6921,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.9951,auto,0.0,1050.20,408.14
gfx1250,256,6921,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8864,auto,0.0,884.21,367.61
gfx1250,256,6921,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.7674,auto,0.0,1092.25,446.41
gfx1250,256,6921,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.5387,auto,0.0,823.29,286.46
gfx1250,256,6923,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0264,auto,0.0,412.13,3346.39
gfx1250,256,6923,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8767,auto,0.0,794.92,341.24
gfx1250,256,6923,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.2182,auto,0.0,858.10,333.45
gfx1250,256,6923,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8874,auto,0.0,883.50,367.28
gfx1250,256,6923,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.7673,auto,0.0,1092.68,446.54
gfx1250,256,6923,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.5061,auto,0.0,834.22,290.22
gfx1250,256,6926,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0266,auto,0.0,409.54,3325.29
gfx1250,256,6926,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8765,auto,0.0,795.41,341.40
gfx1250,256,6926,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.1224,auto,0.0,931.76,362.01
gfx1250,256,6926,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8861,auto,0.0,885.14,367.91
gfx1250,256,6926,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.7681,auto,0.0,1092.11,446.24
gfx1250,256,6926,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.4970,auto,0.0,837.64,291.36
gfx1250,256,6930,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0266,auto,0.0,410.20,3330.68
gfx1250,256,6930,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8762,auto,0.0,796.17,341.66
gfx1250,256,6930,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.1314,auto,0.0,924.91,359.27
gfx1250,256,6930,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8871,auto,0.0,884.66,367.64
gfx1250,256,6930,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.7687,auto,0.0,1091.79,446.02
gfx1250,256,6930,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.4809,auto,0.0,843.55,293.35
gfx1250,256,6936,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0267,auto,0.0,407.93,3312.20
gfx1250,256,6936,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8768,auto,0.0,796.30,341.62
gfx1250,256,6936,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.0226,auto,0.0,1024.19,397.71
gfx1250,256,6936,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8871,auto,0.0,885.48,367.87
gfx1250,256,6936,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.7671,auto,0.0,1095.13,447.25
gfx1250,256,6936,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.4888,auto,0.0,841.61,292.56
gfx1250,256,6940,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0265,auto,0.0,411.57,3341.69
gfx1250,256,6940,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8756,auto,0.0,797.81,342.20
gfx1250,256,6940,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.0412,auto,0.0,1006.45,390.74
gfx1250,256,6940,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8870,auto,0.0,886.06,368.04
gfx1250,256,6940,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.7669,auto,0.0,1095.91,447.48
gfx1250,256,6940,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.4816,auto,0.0,844.54,293.52
gfx1250,256,6941,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0266,auto,0.0,410.31,3331.48
gfx1250,256,6941,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8768,auto,0.0,796.89,341.79
gfx1250,256,6941,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.2314,auto,0.0,851.11,330.41
gfx1250,256,6941,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8885,auto,0.0,884.67,367.44
gfx1250,256,6941,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.7696,auto,0.0,1092.23,445.95
gfx1250,256,6941,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.5778,auto,0.0,813.15,282.59
gfx1250,256,6951,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0268,auto,0.0,408.11,3313.53
gfx1250,256,6951,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8764,auto,0.0,798.40,342.27
gfx1250,256,6951,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.2307,auto,0.0,852.80,330.89
gfx1250,256,6951,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8887,auto,0.0,885.72,367.69
gfx1250,256,6951,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.7650,auto,0.0,1100.40,449.06
gfx1250,256,6951,24576,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.5237,auto,0.0,831.77,288.89
gfx1250,256,6976,128,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.0263,auto,0.0,416.45,3381.02
gfx1250,256,6976,6144,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8759,auto,0.0,801.75,343.29
gfx1250,256,6976,6144,12288,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,1.2433,auto,0.0,847.20,328.28
gfx1250,256,6976,9216,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8922,auto,0.0,885.46,367.12
gfx1250,256,6976,9856,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,0.8175,auto,0.0,1033.49,421.22
